ID;ID_Ocorrencia;Cidade;AeroPorto;Data;Hora;Falha_Ocorrencia;Modelo;Tipo_Motor;Fato_Contribuinte;Aspector;Ano
87125;87125;CE;JUAZEIRO DO NORTE;11/05/2025;04:20:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
87124;87124;MG;UBERLÂNDIA;08/05/2025;14:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A (600);***;Sem Informaçao;Sem Informaçao;2025
87123;87123;SP;GUARULHOS;09/05/2025;18:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-271N;NULL;Sem Informaçao;Sem Informaçao;2025
87122;87122;RS;SANTA MARIA;04/05/2025;14:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87121;87121;SP;SÃO JOSÉ DO RIO PRETO;10/05/2025;10:00:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
87118;87118;DF;BRASÍLIA;07/05/2025;11:15:00;COLISÃO COM AVE;A320-214;NULL;Sem Informaçao;Sem Informaçao;2025
87117;87117;CE;FORTALEZA;19/04/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87116;87116;SP;GUARULHOS;05/05/2025;16:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
87115;87115;AL;MACEIÓ;25/04/2025;15:30:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87114;87114;GO;GOIÂNIA;04/05/2025;18:30:00;OUTROS;GVII-G600;NULL;Sem Informaçao;Sem Informaçao;2025
87113;87113;RJ;RIO DE JANEIRO;18/04/2025;16:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;170B;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87112;87112;RJ;RIO DE JANEIRO;05/05/2025;23:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;208B;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87111;87111;PA;PARAUAPEBAS;05/05/2025;20:30:00;EXCURSÃO DE PISTA;210N;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87110;87110;MA;SÃO LUÍS;05/05/2025;19:55:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;208;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87109;87109;MT;SAPEZAL;05/04/2025;15:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;C90GTI;;Sem Informaçao;Sem Informaçao;2025
87108;87108;SP;GUARULHOS;25/03/2025;11:45:00;CONTATO ANORMAL COM A PISTA |;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
87107;87107;SP;GUARULHOS;29/03/2025;12:00:00;CONTATO ANORMAL COM A PISTA |;777-32WER;JATO;Sem Informaçao;Sem Informaçao;2025
87106;87106;RJ;RIO DE JANEIRO;05/05/2025;14:00:00;COLISÃO COM AVE;A321-211;***;Sem Informaçao;Sem Informaçao;2025
87105;87105;AM;MANAUS;02/05/2025;16:37:00;COLISÃO COM AVE;B737-8 MAX;NULL;Sem Informaçao;Sem Informaçao;2025
87104;87104;SP;GUARULHOS;27/04/2025;19:41:00;COLISÃO COM AVE;A321-271N;NULL;Sem Informaçao;Sem Informaçao;2025
87103;87103;PB;SERRA GRANDE;03/05/2025;11:50:00;PERDA DE CONTROLE EM VOO;ADVENTURE;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87102;87102;MG;UBERABA;11/04/2025;18:45:00;INDETERMINADO;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87100;87100;RR;ALTO ALEGRE;01/05/2025;19:30:00;COLISÃO COM AVE;AS 350 B2;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87099;87099;DF;BRASÍLIA;23/04/2025;11:51:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87098;87098;SP;ARARAQUARA;26/04/2025;19:15:00;INDETERMINADO;;NULL;Sem Informaçao;Sem Informaçao;2025
87097;87097;SP;RIBEIRÃO PRETO;29/04/2025;20:33:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PA-34-220T;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87096;87096;RJ;RIO DE JANEIRO;02/05/2025;14:30:00;COLISÃO COM AVE;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
87095;87095;RJ;RIO DE JANEIRO;02/05/2025;13:00:00;COLISÃO COM AVE;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
87093;87093;MG;UBERLÂNDIA;24/04/2025;19:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87092;87092;SP;GUARULHOS;27/04/2025;16:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8 MAX;NULL;Sem Informaçao;Sem Informaçao;2025
87091;87091;BA;SALVADOR;23/04/2025;16:05:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87090;87090;RJ;RIO DE JANEIRO;03/05/2025;19:00:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
87089;87089;MA;IMPERATRIZ;19/07/2024;22:45:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2024
87088;87088;RJ;MACAÉ;30/04/2025;13:35:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87087;87087;PR;CURITIBA;27/04/2025;20:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87086;87086;RJ;RIO DE JANEIRO;21/07/2024;09:15:00;COLISÃO COM AVE;737-76N;JATO;Sem Informaçao;Sem Informaçao;2024
87085;87085;PE;RECIFE;25/04/2025;02:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-253N;***;Sem Informaçao;Sem Informaçao;2025
87084;87084;RN;GROSSOS;21/04/2025;19:30:00;PERDA DE CONTROLE EM VOO;H2;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87082;87082;GO;ALTO PARAÍSO DE GOIÁS;29/04/2025;11:30:00;EXCURSÃO DE PISTA;PA-25-235;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87081;87081;RR;CANTÁ;26/04/2025;16:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;210L;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87080;87080;RR;CANTÁ;27/04/2025;00:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;208B;NULL;Sem Informaçao;Sem Informaçao;2025
87079;87079;PA;JACAREACANGA;13/04/2025;20:00:00;INDETERMINADO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87078;87078;TO;PALMAS;29/04/2025;19:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PELICAN 500BR;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87077;87077;CE;FORTALEZA;17/04/2025;00:15:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
87076;87076;SP;SÃO PAULO;24/04/2025;16:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
87075;87075;RJ;RIO DE JANEIRO;25/04/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87073;87073;SP;RIBEIRÃO PRETO;25/04/2025;15:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PA-34-220T;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87072;87072;RJ;RIO DE JANEIRO;25/04/2025;13:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87071;87071;RJ;CASIMIRO DE ABREU;06/03/2025;15:30:00;COLISÃO COM AVE;EMB-110P1;NULL;Sem Informaçao;Sem Informaçao;2025
87069;87069;SE;ARACAJU;24/04/2025;18:55:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
87067;87067;AM;MANAUS;23/04/2025;19:00:00;TURBULÊNCIA;A321-271NX;NULL;Sem Informaçao;Sem Informaçao;2025
87066;87066;SP;SÃO PAULO;24/04/2025;09:32:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
87065;87065;CE;FORTALEZA;20/04/2025;11:40:00;COLISÃO COM AVE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
87064;87064;MS;PORTO MURTINHO;20/04/2025;11:30:00;OUTROS;PA-34-220T;NULL;Sem Informaçao;Sem Informaçao;2025
87063;87063;SP;GUARULHOS;06/04/2025;22:45:00;OUTROS;EMB-505;NULL;Sem Informaçao;Sem Informaçao;2025
87062;87062;SP;SÃO PAULO;18/03/2025;21:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-251N;***;Sem Informaçao;Sem Informaçao;2025
87061;87061;PA;ORIXIMINÁ;16/04/2025;15:20:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;182P;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87060;87060;GO;GOIÂNIA;29/04/2025;18:30:00;EXCURSÃO DE PISTA;RV-10;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87059;87059;MT;PORTO ALEGRE DO NORTE;28/04/2025;14:55:00;COLISÃO COM FAUNA;AT-502B;NULL;Sem Informaçao;Sem Informaçao;2025
87058;87058;MS;CHAPADÃO DO SUL;17/04/2025;11:45:00;EXCURSÃO DE PISTA;PA-34-220T;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87057;87057;MT;SÃO JOSÉ DO RIO CLARO;19/04/2025;11:30:00;OPERAÇÃO A BAIXA ALTITUDE;S2R-T34;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87056;87056;SP;TERRA ROXA;11/04/2025;09:00:00;COLISÃO NO SOLO;PA-25-235;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87054;87054;DF;BRASÍLIA;21/04/2025;18:50:00;COLISÃO COM AVE;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
87053;87053;MT;NOSSA SENHORA DO LIVRAMENTO;22/04/2025;12:00:00;EXCURSÃO DE PISTA;PA-31T;NULL;Sem Informaçao;Sem Informaçao;2025
87052;87052;BA;SALVADOR;17/04/2025;20:06:00;COLISÃO COM AVE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87051;87051;RO;PORTO VELHO;19/04/2025;04:30:00;COLISÃO COM AVE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
87050;87050;GO;JATAÍ;19/04/2025;13:24:00;EXCURSÃO DE PISTA;EMB-203;NULL;Sem Informaçao;Sem Informaçao;2025
87049;87049;***;NÃO IDENTIFICADA;20/04/2025;18:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AB139;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87048;87048;BA;SALVADOR;20/04/2025;10:15:00;COLISÃO COM AVE;A320-214;***;Sem Informaçao;Sem Informaçao;2025
87047;87047;SP;SÃO PAULO;16/04/2025;00:15:00;COLISÃO COM AVE;A319-112;JATO;Sem Informaçao;Sem Informaçao;2025
87046;87046;RS;PORTO ALEGRE;02/04/2025;22:03:00;CORTANTE DE VENTO / TEMPESTADE;PA-46-500TP;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87045;87045;SP;GUARULHOS;13/04/2025;12:15:00;COLISÃO COM AVE;B737-9;NULL;Sem Informaçao;Sem Informaçao;2025
87043;87043;MS;GUIA LOPES DA LAGUNA;14/04/2025;21:15:00;EXCURSÃO DE PISTA;AT-502B;NULL;Sem Informaçao;Sem Informaçao;2025
87042;87042;TO;PORTO NACIONAL;16/04/2025;19:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;C90GT;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87039;87039;RR;CANTÁ;08/04/2025;20:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;210L;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87038;87038;RR;ALTO ALEGRE;20/03/2025;14:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;U206F;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87037;87037;RS;ARROIO GRANDE;14/04/2025;10:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A188B;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87036;87036;RR;CANTÁ;12/04/2025;21:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;210N;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87035;87035;PR;CURITIBA;11/04/2025;18:30:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
87034;87034;PE;RECIFE;13/04/2025;17:30:00;COLISÃO COM AVE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
87033;87033;GO;GOIÂNIA;13/04/2025;13:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;TBM700N;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87032;87032;RJ;RIO DE JANEIRO;12/04/2025;16:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
87031;87031;RJ;RIO DE JANEIRO;14/04/2025;19:30:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
87030;87030;SP;CAMPINAS;09/04/2025;02:40:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
87029;87029;DF;BRASÍLIA;12/04/2025;10:09:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-8EH;***;Sem Informaçao;Sem Informaçao;2025
87027;87027;SP;SÃO PAULO;11/04/2025;11:30:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
87026;87026;DF;BRASÍLIA;09/04/2025;23:15:00;COLISÃO COM FAUNA;A320;JATO;Sem Informaçao;Sem Informaçao;2025
87025;87025;PE;RECIFE;08/04/2025;03:00:00;COLISÃO COM AVE;A320-253N;JATO;Sem Informaçao;Sem Informaçao;2025
87024;87024;SP;GUARULHOS;04/04/2025;09:45:00;COLISÃO COM AVE;A320-232;JATO;Sem Informaçao;Sem Informaçao;2025
87023;87023;SP;CAMPINAS;08/04/2025;20:45:00;COLISÃO COM AVE;ERJ 190-200 LR;JATO;Sem Informaçao;Sem Informaçao;2025
87022;87022;GO;IPORÁ;13/04/2025;11:00:00;EXCURSÃO DE PISTA;58;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87021;87021;MT;NOVO MUNDO;05/04/2025;17:30:00;EXCURSÃO DE PISTA;AT-402B;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87020;87020;SP;CAMPINAS;06/04/2025;04:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87019;87019;SP;SÃO PAULO;31/03/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A319-132;JATO;Sem Informaçao;Sem Informaçao;2025
87018;87018;PE;RECIFE;03/02/2025;10:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
87017;87017;AM;MANAUS;23/10/2024;17:19:00;COLISÃO COM AVE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2024
87016;87016;AL;MACEIÓ;02/01/2024;13:45:00;COLISÃO COM AVE;737-8EH;TURBOEIXO;Sem Informaçao;Sem Informaçao;2024
87013;87013;MG;SANTANA DO PARAÍSO;23/10/2024;13:00:00;COLISÃO COM AVE;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2024
87010;87010;GO;GOIÂNIA;10/04/2025;19:45:00;OUTROS;PA-46R-350T;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87009;87009;RJ;MARICÁ;09/03/2025;15:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EC175 B;NULL;Sem Informaçao;Sem Informaçao;2025
87008;87008;RJ;RIO DE JANEIRO;10/04/2025;17:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AW139;***;Sem Informaçao;Sem Informaçao;2025
87007;87007;SP;SÃO PAULO;02/08/2024;15:15:00;COLISÃO COM AVE;ERJ 190-200 IGW;TURBOEIXO;Sem Informaçao;Sem Informaçao;2024
87006;87006;SP;CAMPINAS;02/08/2024;13:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A320-251N;***;Sem Informaçao;Sem Informaçao;2024
87004;87004;BA;EUNÁPOLIS;10/04/2025;11:30:00;COLISÃO COM FAUNA;RV-10;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87003;87003;PB;CAMPINA GRANDE;09/04/2025;14:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;150H;PISTÃO;Sem Informaçao;Sem Informaçao;2025
87001;87001;RJ;RIO DE JANEIRO;27/11/2024;16:45:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2024
87000;87000;RS;PORTO ALEGRE;12/11/2024;12:15:00;COLISÃO COM AVE;A320-251N;***;Sem Informaçao;Sem Informaçao;2024
86999;86999;SP;SÃO PAULO;23/10/2024;12:15:00;COLISÃO COM AVE;B737-8 MAX;NULL;Sem Informaçao;Sem Informaçao;2024
86998;86998;BA;PORTO SEGURO;16/10/2024;10:19:00;COLISÃO COM AVE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2024
86997;86997;RJ;RIO DE JANEIRO;14/10/2024;18:45:00;COLISÃO COM AVE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2024
86996;86996;RJ;RIO DE JANEIRO;08/10/2024;01:00:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2024
86995;86995;BA;SALVADOR;12/01/2025;18:45:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86994;86994;BA;SALVADOR;06/04/2025;22:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86993;86993;SP;SÃO PAULO;05/04/2025;20:00:00;CONTATO ANORMAL COM A PISTA |;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86991;86991;SC;FLORIANÓPOLIS;04/04/2025;21:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86990;86990;SP;GUARULHOS;21/01/2025;06:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;767-300 Series;NULL;Sem Informaçao;Sem Informaçao;2025
86989;86989;SC;JOINVILLE;07/01/2025;15:45:00;EXCURSÃO DE PISTA;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86988;86988;MT;RONDONÓPOLIS;09/04/2025;01:30:00;COLISÃO COM AVE;EMB-505;NULL;Sem Informaçao;Sem Informaçao;2025
86987;86987;SC;GARUVA;05/04/2025;14:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PELICAN 500BR;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86986;86986;CE;FORTALEZA;11/12/2024;20:21:00;COLISÃO COM AVE;A321-271NX;NULL;Sem Informaçao;Sem Informaçao;2024
86985;86985;DF;BRASÍLIA;18/12/2024;12:10:00;COLISÃO COM AVE;A321-271NX;NULL;Sem Informaçao;Sem Informaçao;2024
86984;86984;PA;PARAGOMINAS;01/04/2025;12:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;EMB-202A;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86983;86983;RJ;CABO FRIO;07/04/2025;11:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-92A;NULL;Sem Informaçao;Sem Informaçao;2025
86981;86981;BA;SALVADOR;28/02/2025;13:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86980;86980;SP;GUARULHOS;03/04/2025;16:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;A321-231;JATO;Sem Informaçao;Sem Informaçao;2025
86979;86979;SP;GUARULHOS;03/04/2025;16:15:00;CORTANTE DE VENTO / TEMPESTADE;A320-214;JATO;Sem Informaçao;Sem Informaçao;2025
86978;86978;SP;GUARULHOS;05/04/2025;10:15:00;COLISÃO COM AVE;737-8 MAX;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86977;86977;RS;PORTO ALEGRE;03/04/2025;11:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;A320-251N;JATO;Sem Informaçao;Sem Informaçao;2025
86976;86976;RS;PORTO ALEGRE;04/04/2025;16:45:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;B737-55D;***;Sem Informaçao;Sem Informaçao;2025
86975;86975;RJ;RIO DE JANEIRO;02/04/2025;05:45:00;INDETERMINADO;B777-328ER;NULL;Sem Informaçao;Sem Informaçao;2025
86974;86974;DF;BRASÍLIA;23/03/2025;22:27:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86973;86973;SC;NAVEGANTES;19/03/2025;19:23:00;INDETERMINADO;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86972;86972;SP;GUARULHOS;17/03/2025;13:30:00;COLISÃO COM AVE;A321-271N;NULL;Sem Informaçao;Sem Informaçao;2025
86971;86971;DF;BRASÍLIA;11/03/2025;04:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;737-3S3;JATO;Sem Informaçao;Sem Informaçao;2025
86969;86969;SC;FLORIANÓPOLIS;24/02/2025;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2025
86968;86968;SP;GUARULHOS;22/02/2025;11:45:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86967;86967;RS;SANTA MARIA;13/02/2025;14:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86966;86966;SP;SÃO PAULO;28/01/2025;17:45:00;COLISÃO COM AVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2025
86965;86965;SC;NAVEGANTES;22/01/2025;22:33:00;COLISÃO COM AVE;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86964;86964;ES;VITÓRIA;20/01/2025;17:30:00;COLISÃO COM AVE;737-8 MAX;JATO;Sem Informaçao;Sem Informaçao;2025
86962;86962;SP;CAMPINAS;27/12/2024;13:15:00;COLISÃO COM AVE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2024
86960;86960;BA;SALVADOR;09/01/2025;12:26:00;COLISÃO COM AVE;737-8 MAX;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86959;86959;SP;SÃO PAULO;07/12/2024;18:00:00;CORTANTE DE VENTO / TEMPESTADE;A319-112;JATO;Sem Informaçao;Sem Informaçao;2024
86958;86958;DF;BRASÍLIA;06/04/2025;04:30:00;COLISÃO COM AVE;AS 350 B3;NULL;Sem Informaçao;Sem Informaçao;2025
86956;86956;SP;BOTUCATU;04/04/2025;18:15:00;EXCURSÃO DE PISTA;FM250 VAMPIRE;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86954;86954;RS;TUPANCIRETÃ;04/04/2025;17:20:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PA-28R-201;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86953;86953;AL;PILAR;04/04/2025;09:05:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;EMB-202A;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86952;86952;MA;SÃO LUÍS;03/04/2025;20:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EXPLORER;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86951;86951;SC;CHAPECÓ;31/03/2025;22:30:00;EXCURSÃO DE PISTA;A319-112;JATO;Sem Informaçao;Sem Informaçao;2025
86950;86950;SP;GUARULHOS;05/04/2025;11:00:00;COLISÃO COM AVE;737-8 MAX;;Sem Informaçao;Sem Informaçao;2025
86949;86949;RJ;RIO DE JANEIRO;06/04/2025;12:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;NULL;Sem Informaçao;Sem Informaçao;2025
86948;86948;RJ;MARICÁ;03/04/2025;17:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;S-92A;TURBOEIXO;Sem Informaçao;Sem Informaçao;2025
86946;86946;ES;VILA VELHA;04/04/2025;16:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-711ST;PISTÃO;Sem Informaçao;Sem Informaçao;2025
86945;86945;DF;BRASÍLIA;03/04/2025;07:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-4Y0;JATO;Sem Informaçao;Sem Informaçao;2025
86941;86941;GO;GOIÂNIA;11/03/2025;21:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;G100;NULL;Sem Informaçao;Sem Informaçao;2025
86940;86940;MT;SINOP;02/04/2025;16:50:00;OUTROS;AW119MKII;NULL;Sem Informaçao;Sem Informaçao;2025
86939;86939;ES;GUARAPARI;30/03/2025;13:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;AW139;***;Sem Informaçao;Sem Informaçao;2025
86938;86938;RJ;RIO DE JANEIRO;02/04/2025;12:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ERJ 190-400;JATO;Sem Informaçao;Sem Informaçao;2025
86937;86937;SP;CAMPINAS;01/04/2025;14:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
86936;86936;PR;CURITIBA;31/03/2025;16:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ATR-72-212A (600);TURBOÉLICE;Sem Informaçao;Sem Informaçao;2025
