ID;ID_Ocorrencia;Cidade;AeroPorto;Data;Hora;Falha_Ocorrencia;Modelo;Tipo_Motor;Fato_Contribuinte;Aspector;Ano
49116;49116;AM;MANAUS;16/07/2013;10:22:00;PERDA DE CONTROLE NO SOLO;58;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
49115;49115;GO;VILA PROPÍCIO;21/02/2013;10:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;T188C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
49113;49113;MG;NOVA LIMA;15/06/2013;12:00:00;OUTROS | POUSO EM LOCAL NÃO PREVISTO;R44 II;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
49058;49058;AM;NOVA OLINDA DO NORTE;02/09/2011;18:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;PA-34-200;PISTÃO;Sem Informaçao;Sem Informaçao;2011
49053;49053;GO;CORUMBÁ DE GOIÁS;04/07/2013;14:30:00;PERDA DE CONTROLE EM VOO;R44 II;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48915;48915;GO;GOIÂNIA;16/05/2013;14:00:00;OUTROS | COLISÃO DE VEÍCULO COM AERONAVE;727-264;JATO;Sem Informaçao;Sem Informaçao;2013
48912;48912;GO;PALMEIRAS DE GOIÁS;15/06/2013;11:05:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO;MISTRAL;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48899;48899;RJ;RESENDE;26/06/2013;19:10:00;PERDA DE CONTROLE NO SOLO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48898;48898;MG;CONFINS;22/06/2013;01:20:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2013
48897;48897;AM;MANAUS;21/06/2013;22:31:00;INDETERMINADO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48896;48896;SP;SÃO PAULO;20/06/2013;18:20:00;COLISÃO COM AVE;PA-28-140;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48895;48895;BA;SALVADOR;29/06/2013;19:00:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2013
48894;48894;SP;BRAGANÇA PAULISTA;29/06/2013;16:30:00;COLISÃO COM AVE;EMB-712;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48893;48893;DF;BRASÍLIA;28/06/2013;18:00:00;OUTROS;RV-10;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48884;48884;PA;BELÉM;27/06/2013;12:51:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-505;JATO;Sem Informaçao;Sem Informaçao;2013
48883;48883;MT;ALTA FLORESTA;24/06/2013;16:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;210N;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48881;48881;RJ;VALENÇA;26/06/2013;09:30:00;PERDA DE CONTROLE NO SOLO;SR20;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48879;48879;PA;BELÉM;26/06/2013;12:45:00;PERDA DE CONTROLE NO SOLO;EMB-712;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48878;48878;SP;PENÁPOLIS;25/06/2013;12:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;58;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48876;48876;MS;TRÊS LAGOAS;24/06/2013;13:45:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;58;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48871;48871;SP;SÃO PAULO;03/05/2013;14:12:00;OUTROS | SOPRO DE REATOR;550 BRAVO;JATO;Sem Informaçao;Sem Informaçao;2013
48852;48852;PR;FOZ DO IGUAÇU;18/06/2013;21:59:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48850;48850;RJ;RIO DE JANEIRO;11/06/2013;09:50:00;COLISÃO COM AVE;ERJ 190-200 IGW;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48848;48848;RJ;RIO DE JANEIRO;22/05/2013;13:20:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;R22 BETA;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48837;48837;RJ;CAMPOS DOS GOYTACAZES;04/06/2013;19:20:00;OUTROS | POUSO EM LOCAL NÃO PREVISTO;EC 155 B1;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48833;48833;SP;GUARULHOS;04/06/2013;16:23:00;OUTROS;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2013
48832;48832;MG;CONFINS;18/05/2013;16:06:00;COLISÃO COM AVE;ERJ 190-200 IGW;JATO;Sem Informaçao;Sem Informaçao;2013
48816;48816;SP;GUARULHOS;03/06/2013;23:13:00;OUTROS | PROBLEMAS FISIOLÓGICOS;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48814;48814;RJ;MARICÁ;09/10/2011;12:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;172G;PISTÃO;Sem Informaçao;Sem Informaçao;2011
48813;48813;PR;SÃO JOSÉ DOS PINHAIS;15/06/2013;12:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;737-7EH;JATO;Sem Informaçao;Sem Informaçao;2013
48812;48812;MA;LAJEADO NOVO;02/06/2013;11:30:00;OUTROS;EMB-202A;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48804;48804;RS;CRUZ ALTA;08/05/2013;15:50:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;M20M;PISTÃO;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;2013
48803;48803;GO;GOIÂNIA;21/06/2013;17:20:00;PERDA DE CONTROLE NO SOLO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48801;48801;SP;TAUBATÉ;15/06/2013;16:30:00;PERDA DE CONTROLE EM VOO;FOX II;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48800;48800;PE;SÃO VICENTE FERRER;06/06/2013;10:20:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PA-25-235;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48799;48799;AM;CANUTAMA;18/06/2013;21:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;PA-34-200;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48797;48797;MT;PRIMAVERA DO LESTE;07/06/2013;10:15:00;PERDA DE CONTROLE NO SOLO;AT-502B;TURBOÉLICE;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
48796;48796;AM;ENVIRA;07/06/2013;14:20:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;PA-34-200T;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48795;48795;PA;ANAJÁS;09/06/2013;19:10:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PA-32-300;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48793;48793;SP;TAUBATÉ;18/05/2013;19:00:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;FOX II;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48791;48791;PA;ANAJÁS;08/06/2013;13:30:00;OUTROS;EMB-711C;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48772;48772;SP;MARÍLIA;05/06/2013;16:10:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-711ST;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48762;48762;SP;PRESIDENTE VENCESLAU;01/06/2013;17:35:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE;PA-30;PISTÃO;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;2013
48761;48761;SP;SÃO PAULO;17/06/2013;18:30:00;COLISÃO COM AVE;EC 155 B1;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48759;48759;RJ;RIO DE JANEIRO;14/06/2013;09:42:00;OUTROS;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48757;48757;ES;ALFREDO CHAVES;08/06/2013;21:11:00;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;A319-132;JATO;Sem Informaçao;Sem Informaçao;2013
48755;48755;SP;GUARULHOS;07/06/2013;15:04:00;OUTROS;767-316F;JATO;Sem Informaçao;Sem Informaçao;2013
48754;48754;SC;NAVEGANTES;06/06/2013;11:20:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48753;48753;RJ;MACAÉ;31/05/2013;12:10:00;OUTROS | POUSO EM LOCAL NÃO PREVISTO;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48751;48751;RS;RIO GRANDE;30/05/2013;11:25:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;BAE125-800B;JATO;Sem Informaçao;Sem Informaçao;2013
48739;48739;PR;LONDRINA;17/05/2013;14:40:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-712;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48738;48738;MG;BELO HORIZONTE;23/05/2013;21:03:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;D55;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48736;48736;PR;SÃO JOSÉ DOS PINHAIS;24/05/2013;14:37:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;31A;JATO;Sem Informaçao;Sem Informaçao;2013
48734;48734;MS;CAMPO GRANDE;16/05/2013;15:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;727-264;JATO;Sem Informaçao;Sem Informaçao;2013
48731;48731;RS;PORTO ALEGRE;05/05/2013;18:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;CORSARIO MK5;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48729;48729;SP;PRESIDENTE BERNARDES;07/06/2013;10:40:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;JABIRU J250;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48727;48727;AM;TEFÉ;14/06/2013;12:10:00;OUTROS | DESORIENTAÇÃO ESPACIAL;212;TURBOEIXO;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
48716;48716;PR;MARINGÁ;27/05/2013;00:00:00;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48714;48714;MG;MONTES CLAROS;29/05/2013;14:25:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;EXPLORER;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48711;48711;MG;BELO HORIZONTE;31/05/2013;15:07:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;PA-32R-301;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48696;48696;SP;ATIBAIA;01/06/2013;20:20:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;AA-2120;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48694;48694;PR;LONDRINA;17/05/2013;21:23:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;58;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48693;48693;SP;ARARAS;31/05/2013;19:30:00;COLISÃO COM AVE;56-C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48691;48691;SP;RIBEIRÃO PRETO;26/02/2013;19:40:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;EMB-810D;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48662;48662;BA;PORTO SEGURO;23/05/2013;19:10:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-721C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48661;48661;SP;TIETÊ;25/05/2013;13:30:00;PERDA DE CONTROLE NO SOLO;AB-115;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48660;48660;BA;SALVADOR;24/05/2013;10:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;150J;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48659;48659;RJ;MACAÉ;15/05/2013;15:07:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48658;48658;SP;SOROCABA;29/05/2013;19:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;COMPAIR 8 ANFHIBIAN;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48657;48657;SP;BRAGANÇA PAULISTA;01/05/2013;15:00:00;OUTROS;SEAMAX M22;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48656;48656;GO;RIO VERDE;03/05/2013;14:00:00;OUTROS;A188B;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48654;48654;SP;GUARULHOS;31/05/2013;06:29:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;EMB-110;TURBOÉLICE;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
48653;48653;MS;RIO BRILHANTE;22/05/2013;09:00:00;OUTROS | POUSO EM LOCAL NÃO PREVISTO;EMB-201A;PISTÃO;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;2013
48652;48652;CE;GUARAMIRANGA;30/05/2013;15:00:00;OPERAÇÕES NO SOLO;EC 130 B4;TURBOEIXO;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
48630;48630;RJ;RESENDE;30/05/2013;16:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;PA-22-135;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48599;48599;PR;CURITIBA;08/12/2008;19:50:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PA-31-350;PISTÃO;Sem Informaçao;Sem Informaçao;2008
48584;48584;RS;TORRES;18/05/2013;14:12:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;L410UVP-E20;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
48582;48582;PE;RECIFE;20/05/2013;11:34:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;BAE125-800B;JATO;Sem Informaçao;Sem Informaçao;2013
48580;48580;RS;PORTO ALEGRE;20/05/2013;15:38:00;OUTROS;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48578;48578;PA;PARAUAPEBAS;08/05/2013;17:00:00;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;525A;JATO;Sem Informaçao;Sem Informaçao;2013
48516;48516;RR;BOA VISTA;15/04/2013;17:55:00;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;680;JATO;Sem Informaçao;Sem Informaçao;2013
48512;48512;PR;LONDRINA;15/05/2013;11:27:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;58;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48474;48474;MG;BELO HORIZONTE;18/05/2013;01:42:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;35A;JATO;Sem Informaçao;Sem Informaçao;2013
48451;48451;SC;SÃO JOSÉ;19/05/2013;19:20:00;PERDA DE CONTROLE NO SOLO;PA-34-200;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48446;48446;MT;VÁRZEA GRANDE;10/05/2013;23:20:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48442;48442;AM;MANAUS;12/05/2013;23:04:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;208;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
48438;48438;SP;SÃO PAULO;18/05/2013;19:39:00;EXCURSÃO DE PISTA | POUSO LONGO;500;JATO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48429;48429;PR;SANTA TEREZINHA DE ITAIPU;22/05/2013;19:30:00;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;95-B55;PISTÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
48219;48219;RJ;CAMPOS DOS GOYTACAZES;02/04/2013;12:50:00;COLISÃO COM AVE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48172;48172;AM;PARINTINS;13/05/2013;05:40:00;COLISÃO COM AVE;ATR-72-212A;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
48163;48163;AM;MANAUS;02/05/2013;15:46:00;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;A320-232;JATO;Sem Informaçao;Sem Informaçao;2013
48162;48162;RJ;MACAÉ;06/05/2013;11:36:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48159;48159;SP;SÃO JOSÉ DOS CAMPOS;03/05/2013;19:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;EMB-500;JATO;Sem Informaçao;Sem Informaçao;2013
48145;48145;SP;GUARULHOS;08/05/2013;14:20:00;OUTROS | COLISÃO DE VEÍCULO COM AERONAVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48144;48144;CE;FORTALEZA;09/05/2013;13:05:00;OUTROS;A318-122;JATO;Sem Informaçao;Sem Informaçao;2013
48142;48142;SP;GUARULHOS;08/05/2013;17:28:00;OUTROS | COLISÃO DE VEÍCULO COM AERONAVE;737-8EH;JATO;Sem Informaçao;Sem Informaçao;2013
48114;48114;GO;GOIÂNIA;03/05/2013;20:08:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;F90;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
48113;48113;PR;FOZ DO IGUAÇU;11/04/2013;13:50:00;PERDA DE CONTROLE NO SOLO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48112;48112;RJ;MACAÉ;14/04/2013;19:20:00;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;S-76C;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48110;48110;PR;LONDRINA;29/04/2013;14:45:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;PA-46R-350T;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48109;48109;SP;PRESIDENTE PRUDENTE;27/04/2013;13:23:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;EMB-810D;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48107;48107;MG;BELO HORIZONTE;25/04/2013;21:25:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SR20;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48105;48105;RJ;RIO DE JANEIRO;17/04/2013;12:29:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;AW139;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48104;48104;MG;BELO HORIZONTE;16/04/2013;19:35:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;35A;JATO;Sem Informaçao;Sem Informaçao;2013
48103;48103;RJ;RIO DE JANEIRO;18/04/2013;17:45:00;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;AW139;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
48102;48102;GO;ORIZONA;23/04/2013;11:30:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;EMB-820C CARAJA;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
48096;48096;PR;LONDRINA;20/04/2013;20:56:00;EXCURSÃO DE PISTA;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48091;48091;RJ;RIO DE JANEIRO;27/04/2013;12:56:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;PA-34-200T;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48083;48083;MG;JUIZ DE FORA;30/04/2013;14:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;PA-28R-201T;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48078;48078;ES;VITÓRIA;29/04/2013;02:15:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;ERJ 170-200 LR;JATO;Sem Informaçao;Sem Informaçao;2013
48074;48074;PR;SÃO JOSÉ DOS PINHAIS;09/05/2013;20:50:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;727-264;JATO;Sem Informaçao;Sem Informaçao;2013
48064;48064;SC;FLORIANÓPOLIS;29/03/2013;18:00:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;PA-34-200;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48058;48058;DF;BRASÍLIA;30/04/2013;21:00:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;737-8AS;JATO;Sem Informaçao;Sem Informaçao;2013
48055;48055;PR;LONDRINA;08/05/2013;17:30:00;PERDA DE CONTROLE EM VOO;AB-115;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48053;48053;MS;CAMPO GRANDE;09/05/2013;13:43:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;210N;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48014;48014;PE;CARUARU;11/05/2013;11:30:00;PERDA DE CONTROLE NO SOLO;CAP-4;PISTÃO;Sem Informaçao;Sem Informaçao;2013
48013;48013;SP;GUARULHOS;09/05/2013;16:40:00;PERDA DE CONTROLE EM VOO;R22 BETA;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
48012;48012;RJ;RIO DE JANEIRO;08/05/2013;15:30:00;PERDA DE CONTROLE EM VOO;HB-350B;TURBOEIXO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
47998;47998;MT;RONDONÓPOLIS;07/05/2013;20:30:00;PERDA DE CONTROLE NO SOLO;TU206G;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47992;47992;SP;ITANHAÉM;03/05/2013;13:20:00;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;CAP-4;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47983;47983;RJ;RIO DE JANEIRO;02/05/2013;19:00:00;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;AS 350 BA;TURBOEIXO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
47981;47981;MT;CAMPO NOVO DO PARECIS;30/04/2013;21:32:00;PERDA DE CONTROLE EM VOO;AT-502B;TURBOÉLICE;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
47980;47980;MS;FIGUEIRÃO;25/04/2013;12:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;182G;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47979;47979;GO;ITAPIRAPUÃ;22/04/2013;20:30:00;INDETERMINADO;EXPERIMENTAL;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47966;47966;GO;JATAÍ;03/05/2013;14:37:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;EMB-201A;PISTÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;2013
47965;47965;RO;ARIQUEMES;05/05/2013;11:00:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;F1A EAGLE;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47939;47939;SP;PRESIDENTE PRUDENTE;25/04/2013;20:01:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;EMB-810C;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47938;47938;DF;BRASÍLIA;13/04/2013;18:00:00;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;A330-223;JATO;ASPECTO PSICOLÓGICO;INDIVIDUAL;2013
47936;47936;SP;BRAGANÇA PAULISTA;30/04/2013;13:30:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BUCKER;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47926;47926;RS;CAPÃO DA CANOA;07/04/2013;15:00:00;OUTROS;CMA;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47901;47901;TO;PALMAS;24/04/2013;13:52:00;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;200;TURBOÉLICE;Sem Informaçao;Sem Informaçao;2013
47894;47894;RJ;RIO DE JANEIRO;24/04/2013;18:45:00;COMBUSTÍVEL | PANE SECA;SA 365 N1;TURBOEIXO;Sem Informaçao;Sem Informaçao;2013
47888;47888;PR;MARINGÁ;23/04/2013;17:45:00;OUTROS | POUSO EM LOCAL NÃO PREVISTO;AB-115;PISTÃO;Sem Informaçao;Sem Informaçao;2013
47879;47879;PA;BELÉM;26/04/2013;12:15:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;210L;PISTÃO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;2013
47876;47876;MT;SINOP;21/04/2013;12:50:00;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;PA-28R-200;PISTÃO;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;2013
47872;47872;MT;NOBRES;25/04/2013;09:30:00;PERDA DE CONTROLE EM VOO;RV-10;PISTÃO;Sem Informaçao;Sem Informaçao;2013
